[pods] 2022/02/02 12:44:48.679163 获取namespace kubesphere-monitoring-system指定POD信息成功, pod名称: notification-manager-operator-7d44854f54-26sc9 IP: 10.1.0.155
[pods] 2022/02/02 12:44:48.679261 获取namespace kubesphere-monitoring-system指定POD信息成功, pod名称: prometheus-k8s-0 IP: 10.1.0.152
[pods] 2022/02/02 12:44:48.679287 获取namespace kubesphere-monitoring-system指定POD信息成功, pod名称: prometheus-operator-5c5db79546-wqjq8 IP: 10.1.0.142
[pods] 2022/02/02 12:44:48.679304 获取namespace kubesphere-system指定POD信息成功, pod名称: ks-apiserver-757484bd95-4wbrr IP: 10.1.0.159
[pods] 2022/02/02 12:44:48.679319 获取namespace kubesphere-system指定POD信息成功, pod名称: ks-console-65f4d44d88-tsx6f IP: 10.1.0.137
[pods] 2022/02/02 12:44:48.679333 获取namespace kubesphere-system指定POD信息成功, pod名称: ks-controller-manager-6677dc75d-87psd IP: 10.1.0.160
[pods] 2022/02/02 12:44:48.679347 获取namespace kubesphere-system指定POD信息成功, pod名称: ks-installer-b5c8dccc5-zr4ts IP: 10.1.0.153
[pods] 2022/02/02 12:44:48.679362 获取namespace openebs指定POD信息成功, pod名称: openebs-localpv-provisioner-6756f57d65-2vwh4 IP: 10.1.0.138
[pods] 2022/02/02 12:44:48.679378 获取namespace openebs指定POD信息成功, pod名称: openebs-ndm-67xf7 IP: 192.168.65.4
[pods] 2022/02/02 12:44:48.679391 获取namespace openebs指定POD信息成功, pod名称: openebs-ndm-cluster-exporter-5c985f8b77-cvrd4 IP: 10.1.0.141
[pods] 2022/02/02 12:44:48.679406 获取namespace openebs指定POD信息成功, pod名称: openebs-ndm-node-exporter-w5dg8 IP: 10.1.0.136
[pods] 2022/02/02 12:44:48.679439 获取namespace openebs指定POD信息成功, pod名称: openebs-ndm-operator-9bdd87f58-kr7rx IP: 10.1.0.147
[pods] 2022/02/02 12:48:30.783259 获取namespace ambassador指定POD信息成功, pod名称: traffic-manager-5cb99c9fd6-87nxm IP: 10.1.0.156
[pods] 2022/02/02 12:48:30.783407 获取namespace kube-system指定POD信息成功, pod名称: coredns-558bd4d5db-cw8df IP: 10.1.0.143
[pods] 2022/02/02 12:48:30.783422 获取namespace kube-system指定POD信息成功, pod名称: coredns-558bd4d5db-fj7jd IP: 10.1.0.146
[pods] 2022/02/02 12:48:30.783435 获取namespace kube-system指定POD信息成功, pod名称: etcd-docker-desktop IP: 192.168.65.4
[pods] 2022/02/02 12:48:30.783446 获取namespace kube-system指定POD信息成功, pod名称: kube-apiserver-docker-desktop IP: 192.168.65.4
[pods] 2022/02/02 12:48:30.783606 获取namespace kube-system指定POD信息成功, pod名称: kube-controller-manager-docker-desktop IP: 192.168.65.4
[pods] 2022/02/02 12:48:30.783635 获取namespace kube-system指定POD信息成功, pod名称: kube-proxy-7gwzb IP: 192.168.65.4
[pods] 2022/02/02 12:48:30.783648 获取namespace kube-system指定POD信息成功, pod名称: kube-scheduler-docker-desktop IP: 192.168.65.4
[pods] 2022/02/02 12:48:30.783660 获取namespace kube-system指定POD信息成功, pod名称: snapshot-controller-0 IP: 10.1.0.145
[pods] 2022/02/02 12:48:30.783670 获取namespace kube-system指定POD信息成功, pod名称: storage-provisioner IP: 10.1.0.140
[pods] 2022/02/02 12:48:30.783765 获取namespace kube-system指定POD信息成功, pod名称: vpnkit-controller IP: 10.1.0.144
[pods] 2022/02/02 12:48:30.783789 获取namespace kubesphere-controls-system指定POD信息成功, pod名称: default-http-backend-5bf68ff9b8-pxksq IP: 10.1.0.157
[pods] 2022/02/02 12:48:30.783802 获取namespace kubesphere-controls-system指定POD信息成功, pod名称: kubectl-admin-6667774bb-rlwx9 IP: 10.1.0.151
[pods] 2022/02/02 12:48:30.783813 获取namespace kubesphere-monitoring-system指定POD信息成功, pod名称: alertmanager-main-0 IP: 10.1.0.150
[pods] 2022/02/02 12:48:30.783824 获取namespace kubesphere-monitoring-system指定POD信息成功, pod名称: kube-state-metrics-5547ddd4cc-r77hd IP: 10.1.0.139
[pods] 2022/02/02 12:48:30.783834 获取namespace kubesphere-monitoring-system指定POD信息成功, pod名称: node-exporter-v4qj4 IP: 192.168.65.4
[pods] 2022/02/02 12:48:30.783845 获取namespace kubesphere-monitoring-system指定POD信息成功, pod名称: notification-manager-deployment-78664576cb-6z664 IP: 10.1.0.149
[pods] 2022/02/02 12:48:30.783856 获取namespace kubesphere-monitoring-system指定POD信息成功, pod名称: notification-manager-operator-7d44854f54-26sc9 IP: 10.1.0.155
[pods] 2022/02/02 12:48:30.783866 获取namespace kubesphere-monitoring-system指定POD信息成功, pod名称: prometheus-k8s-0 IP: 10.1.0.152
[pods] 2022/02/02 12:48:30.783876 获取namespace kubesphere-monitoring-system指定POD信息成功, pod名称: prometheus-operator-5c5db79546-wqjq8 IP: 10.1.0.142
[pods] 2022/02/02 12:48:30.783952 获取namespace kubesphere-system指定POD信息成功, pod名称: ks-apiserver-757484bd95-4wbrr IP: 10.1.0.159
[pods] 2022/02/02 12:48:30.783973 获取namespace kubesphere-system指定POD信息成功, pod名称: ks-console-65f4d44d88-tsx6f IP: 10.1.0.137
[pods] 2022/02/02 12:48:30.783985 获取namespace kubesphere-system指定POD信息成功, pod名称: ks-controller-manager-6677dc75d-87psd IP: 10.1.0.160
[pods] 2022/02/02 12:48:30.783996 获取namespace kubesphere-system指定POD信息成功, pod名称: ks-installer-b5c8dccc5-zr4ts IP: 10.1.0.153
[pods] 2022/02/02 12:48:30.784007 获取namespace openebs指定POD信息成功, pod名称: openebs-localpv-provisioner-6756f57d65-2vwh4 IP: 10.1.0.138
[pods] 2022/02/02 12:48:30.784017 获取namespace openebs指定POD信息成功, pod名称: openebs-ndm-67xf7 IP: 192.168.65.4
[pods] 2022/02/02 12:48:30.784028 获取namespace openebs指定POD信息成功, pod名称: openebs-ndm-cluster-exporter-5c985f8b77-cvrd4 IP: 10.1.0.141
[pods] 2022/02/02 12:48:30.784051 获取namespace openebs指定POD信息成功, pod名称: openebs-ndm-node-exporter-w5dg8 IP: 10.1.0.136
[pods] 2022/02/02 12:48:30.784099 获取namespace openebs指定POD信息成功, pod名称: openebs-ndm-operator-9bdd87f58-kr7rx IP: 10.1.0.147
[pods] 2022/02/02 12:49:35.210039 获取namespace ambassador指定POD信息成功, pod名称: traffic-manager-5cb99c9fd6-87nxm IP: 10.1.0.156
[pods] 2022/02/02 12:49:35.210173 获取namespace kube-system指定POD信息成功, pod名称: coredns-558bd4d5db-cw8df IP: 10.1.0.143
[pods] 2022/02/02 12:49:35.210187 获取namespace kube-system指定POD信息成功, pod名称: coredns-558bd4d5db-fj7jd IP: 10.1.0.146
[pods] 2022/02/02 12:49:35.210199 获取namespace kube-system指定POD信息成功, pod名称: etcd-docker-desktop IP: 192.168.65.4
[pods] 2022/02/02 12:49:35.210209 获取namespace kube-system指定POD信息成功, pod名称: kube-apiserver-docker-desktop IP: 192.168.65.4
[pods] 2022/02/02 12:49:35.210228 获取namespace kube-system指定POD信息成功, pod名称: kube-controller-manager-docker-desktop IP: 192.168.65.4
[pods] 2022/02/02 12:49:35.210243 获取namespace kube-system指定POD信息成功, pod名称: kube-proxy-7gwzb IP: 192.168.65.4
[pods] 2022/02/02 12:49:35.210254 获取namespace kube-system指定POD信息成功, pod名称: kube-scheduler-docker-desktop IP: 192.168.65.4
[pods] 2022/02/02 12:49:35.210265 获取namespace kube-system指定POD信息成功, pod名称: snapshot-controller-0 IP: 10.1.0.145
[pods] 2022/02/02 12:49:35.210275 获取namespace kube-system指定POD信息成功, pod名称: storage-provisioner IP: 10.1.0.140
[pods] 2022/02/02 12:49:35.210415 获取namespace kube-system指定POD信息成功, pod名称: vpnkit-controller IP: 10.1.0.144
[pods] 2022/02/02 12:49:35.210436 获取namespace kubesphere-controls-system指定POD信息成功, pod名称: default-http-backend-5bf68ff9b8-pxksq IP: 10.1.0.157
[pods] 2022/02/02 12:49:35.210450 获取namespace kubesphere-controls-system指定POD信息成功, pod名称: kubectl-admin-6667774bb-rlwx9 IP: 10.1.0.151
[pods] 2022/02/02 12:49:35.210461 获取namespace kubesphere-monitoring-system指定POD信息成功, pod名称: alertmanager-main-0 IP: 10.1.0.150
[pods] 2022/02/02 12:49:35.211440 获取namespace kubesphere-monitoring-system指定POD信息成功, pod名称: kube-state-metrics-5547ddd4cc-r77hd IP: 10.1.0.139
[pods] 2022/02/02 12:49:35.211462 获取namespace kubesphere-monitoring-system指定POD信息成功, pod名称: node-exporter-v4qj4 IP: 192.168.65.4
[pods] 2022/02/02 12:49:35.211479 获取namespace kubesphere-monitoring-system指定POD信息成功, pod名称: notification-manager-deployment-78664576cb-6z664 IP: 10.1.0.149
[pods] 2022/02/02 12:49:35.211490 获取namespace kubesphere-monitoring-system指定POD信息成功, pod名称: notification-manager-operator-7d44854f54-26sc9 IP: 10.1.0.155
[pods] 2022/02/02 12:49:35.211501 获取namespace kubesphere-monitoring-system指定POD信息成功, pod名称: prometheus-k8s-0 IP: 10.1.0.152
[pods] 2022/02/02 12:49:35.211512 获取namespace kubesphere-monitoring-system指定POD信息成功, pod名称: prometheus-operator-5c5db79546-wqjq8 IP: 10.1.0.142
[pods] 2022/02/02 12:49:35.211522 获取namespace kubesphere-system指定POD信息成功, pod名称: ks-apiserver-757484bd95-4wbrr IP: 10.1.0.159
[pods] 2022/02/02 12:49:35.211557 获取namespace kubesphere-system指定POD信息成功, pod名称: ks-console-65f4d44d88-tsx6f IP: 10.1.0.137
[pods] 2022/02/02 12:49:35.211581 获取namespace kubesphere-system指定POD信息成功, pod名称: ks-controller-manager-6677dc75d-87psd IP: 10.1.0.160
[pods] 2022/02/02 12:49:35.211595 获取namespace kubesphere-system指定POD信息成功, pod名称: ks-installer-b5c8dccc5-zr4ts IP: 10.1.0.153
[pods] 2022/02/02 12:49:35.211607 获取namespace openebs指定POD信息成功, pod名称: openebs-localpv-provisioner-6756f57d65-2vwh4 IP: 10.1.0.138
[pods] 2022/02/02 12:49:35.211657 获取namespace openebs指定POD信息成功, pod名称: openebs-ndm-67xf7 IP: 192.168.65.4
[pods] 2022/02/02 12:49:35.211694 获取namespace openebs指定POD信息成功, pod名称: openebs-ndm-cluster-exporter-5c985f8b77-cvrd4 IP: 10.1.0.141
[pods] 2022/02/02 12:49:35.211705 获取namespace openebs指定POD信息成功, pod名称: openebs-ndm-node-exporter-w5dg8 IP: 10.1.0.136
[pods] 2022/02/02 12:49:35.211714 获取namespace openebs指定POD信息成功, pod名称: openebs-ndm-operator-9bdd87f58-kr7rx IP: 10.1.0.147
[pods] 2022/02/02 12:50:30.453172 获取namespace ambassador指定POD信息成功, pod名称: traffic-manager-5cb99c9fd6-87nxm IP: 10.1.0.156
[pods] 2022/02/02 12:50:30.453331 获取namespace kube-system指定POD信息成功, pod名称: coredns-558bd4d5db-cw8df IP: 10.1.0.143
[pods] 2022/02/02 12:50:30.453349 获取namespace kube-system指定POD信息成功, pod名称: coredns-558bd4d5db-fj7jd IP: 10.1.0.146
[pods] 2022/02/02 12:50:30.453361 获取namespace kube-system指定POD信息成功, pod名称: etcd-docker-desktop IP: 192.168.65.4
[pods] 2022/02/02 12:50:30.453372 获取namespace kube-system指定POD信息成功, pod名称: kube-apiserver-docker-desktop IP: 192.168.65.4
[pods] 2022/02/02 12:50:30.453384 获取namespace kube-system指定POD信息成功, pod名称: kube-controller-manager-docker-desktop IP: 192.168.65.4
[pods] 2022/02/02 12:50:30.453402 获取namespace kube-system指定POD信息成功, pod名称: kube-proxy-7gwzb IP: 192.168.65.4
[pods] 2022/02/02 12:50:30.453413 获取namespace kube-system指定POD信息成功, pod名称: kube-scheduler-docker-desktop IP: 192.168.65.4
[pods] 2022/02/02 12:50:30.453424 获取namespace kube-system指定POD信息成功, pod名称: snapshot-controller-0 IP: 10.1.0.145
[pods] 2022/02/02 12:50:30.453435 获取namespace kube-system指定POD信息成功, pod名称: storage-provisioner IP: 10.1.0.140
[pods] 2022/02/02 12:50:30.453446 获取namespace kube-system指定POD信息成功, pod名称: vpnkit-controller IP: 10.1.0.144
[pods] 2022/02/02 12:50:30.453456 获取namespace kubesphere-controls-system指定POD信息成功, pod名称: default-http-backend-5bf68ff9b8-pxksq IP: 10.1.0.157
[pods] 2022/02/02 12:50:30.453467 获取namespace kubesphere-controls-system指定POD信息成功, pod名称: kubectl-admin-6667774bb-rlwx9 IP: 10.1.0.151
[pods] 2022/02/02 12:50:30.453478 获取namespace kubesphere-monitoring-system指定POD信息成功, pod名称: alertmanager-main-0 IP: 10.1.0.150
[pods] 2022/02/02 12:50:30.453602 获取namespace kubesphere-monitoring-system指定POD信息成功, pod名称: kube-state-metrics-5547ddd4cc-r77hd IP: 10.1.0.139
[pods] 2022/02/02 12:50:30.453629 获取namespace kubesphere-monitoring-system指定POD信息成功, pod名称: node-exporter-v4qj4 IP: 192.168.65.4
[pods] 2022/02/02 12:50:30.453644 获取namespace kubesphere-monitoring-system指定POD信息成功, pod名称: notification-manager-deployment-78664576cb-6z664 IP: 10.1.0.149
[pods] 2022/02/02 12:50:30.453656 获取namespace kubesphere-monitoring-system指定POD信息成功, pod名称: notification-manager-operator-7d44854f54-26sc9 IP: 10.1.0.155
[pods] 2022/02/02 12:50:30.453667 获取namespace kubesphere-monitoring-system指定POD信息成功, pod名称: prometheus-k8s-0 IP: 10.1.0.152
[pods] 2022/02/02 12:50:30.453678 获取namespace kubesphere-monitoring-system指定POD信息成功, pod名称: prometheus-operator-5c5db79546-wqjq8 IP: 10.1.0.142
[pods] 2022/02/02 12:50:30.453689 获取namespace kubesphere-system指定POD信息成功, pod名称: ks-apiserver-757484bd95-4wbrr IP: 10.1.0.159
[pods] 2022/02/02 12:50:30.453700 获取namespace kubesphere-system指定POD信息成功, pod名称: ks-console-65f4d44d88-tsx6f IP: 10.1.0.137
[pods] 2022/02/02 12:50:30.453716 获取namespace kubesphere-system指定POD信息成功, pod名称: ks-controller-manager-6677dc75d-87psd IP: 10.1.0.160
[pods] 2022/02/02 12:50:30.453727 获取namespace kubesphere-system指定POD信息成功, pod名称: ks-installer-b5c8dccc5-zr4ts IP: 10.1.0.153
[pods] 2022/02/02 12:50:30.453738 获取namespace openebs指定POD信息成功, pod名称: openebs-localpv-provisioner-6756f57d65-2vwh4 IP: 10.1.0.138
[pods] 2022/02/02 12:50:30.453763 获取namespace openebs指定POD信息成功, pod名称: openebs-ndm-67xf7 IP: 192.168.65.4
[pods] 2022/02/02 12:50:30.453772 获取namespace openebs指定POD信息成功, pod名称: openebs-ndm-cluster-exporter-5c985f8b77-cvrd4 IP: 10.1.0.141
[pods] 2022/02/02 12:50:30.453780 获取namespace openebs指定POD信息成功, pod名称: openebs-ndm-node-exporter-w5dg8 IP: 10.1.0.136
[pods] 2022/02/02 12:50:30.453787 获取namespace openebs指定POD信息成功, pod名称: openebs-ndm-operator-9bdd87f58-kr7rx IP: 10.1.0.147
[pods] 2022/02/02 12:57:33.626713 获取namespace ambassador指定POD信息成功, pod名称: traffic-manager-5cb99c9fd6-87nxm IP: 10.1.0.156
[pods] 2022/02/02 12:57:33.626884 获取namespace kube-system指定POD信息成功, pod名称: coredns-558bd4d5db-cw8df IP: 10.1.0.143
[pods] 2022/02/02 12:57:33.626903 获取namespace kube-system指定POD信息成功, pod名称: coredns-558bd4d5db-fj7jd IP: 10.1.0.146
[pods] 2022/02/02 12:57:33.626916 获取namespace kube-system指定POD信息成功, pod名称: etcd-docker-desktop IP: 192.168.65.4
[pods] 2022/02/02 12:57:33.626928 获取namespace kube-system指定POD信息成功, pod名称: kube-apiserver-docker-desktop IP: 192.168.65.4
[pods] 2022/02/02 12:57:33.626939 获取namespace kube-system指定POD信息成功, pod名称: kube-controller-manager-docker-desktop IP: 192.168.65.4
[pods] 2022/02/02 12:57:33.626953 获取namespace kube-system指定POD信息成功, pod名称: kube-proxy-7gwzb IP: 192.168.65.4
[pods] 2022/02/02 12:57:33.626964 获取namespace kube-system指定POD信息成功, pod名称: kube-scheduler-docker-desktop IP: 192.168.65.4
[pods] 2022/02/02 12:57:33.627094 获取namespace kube-system指定POD信息成功, pod名称: snapshot-controller-0 IP: 10.1.0.145
[pods] 2022/02/02 12:57:33.627126 获取namespace kube-system指定POD信息成功, pod名称: storage-provisioner IP: 10.1.0.140
[pods] 2022/02/02 12:57:33.627140 获取namespace kube-system指定POD信息成功, pod名称: vpnkit-controller IP: 10.1.0.144
[pods] 2022/02/02 12:57:33.627152 获取namespace kubesphere-controls-system指定POD信息成功, pod名称: default-http-backend-5bf68ff9b8-pxksq IP: 10.1.0.157
[pods] 2022/02/02 12:57:33.627163 获取namespace kubesphere-controls-system指定POD信息成功, pod名称: kubectl-admin-6667774bb-rlwx9 IP: 10.1.0.151
[pods] 2022/02/02 12:57:33.627174 获取namespace kubesphere-monitoring-system指定POD信息成功, pod名称: alertmanager-main-0 IP: 10.1.0.150
[pods] 2022/02/02 12:57:33.627186 获取namespace kubesphere-monitoring-system指定POD信息成功, pod名称: kube-state-metrics-5547ddd4cc-r77hd IP: 10.1.0.139
[pods] 2022/02/02 12:57:33.627280 获取namespace kubesphere-monitoring-system指定POD信息成功, pod名称: node-exporter-v4qj4 IP: 192.168.65.4
[pods] 2022/02/02 12:57:33.627297 获取namespace kubesphere-monitoring-system指定POD信息成功, pod名称: notification-manager-deployment-78664576cb-6z664 IP: 10.1.0.149
[pods] 2022/02/02 12:57:33.627310 获取namespace kubesphere-monitoring-system指定POD信息成功, pod名称: notification-manager-operator-7d44854f54-26sc9 IP: 10.1.0.155
[pods] 2022/02/02 12:57:33.627323 获取namespace kubesphere-monitoring-system指定POD信息成功, pod名称: prometheus-k8s-0 IP: 10.1.0.152
[pods] 2022/02/02 12:57:33.627335 获取namespace kubesphere-monitoring-system指定POD信息成功, pod名称: prometheus-operator-5c5db79546-wqjq8 IP: 10.1.0.142
[pods] 2022/02/02 12:57:33.627345 获取namespace kubesphere-system指定POD信息成功, pod名称: ks-apiserver-757484bd95-4wbrr IP: 10.1.0.159
[pods] 2022/02/02 12:57:33.627356 获取namespace kubesphere-system指定POD信息成功, pod名称: ks-console-65f4d44d88-tsx6f IP: 10.1.0.137
[pods] 2022/02/02 12:57:33.627402 获取namespace kubesphere-system指定POD信息成功, pod名称: ks-controller-manager-6677dc75d-87psd IP: 10.1.0.160
[pods] 2022/02/02 12:57:33.627414 获取namespace kubesphere-system指定POD信息成功, pod名称: ks-installer-b5c8dccc5-zr4ts IP: 10.1.0.153
[pods] 2022/02/02 12:57:33.627440 获取namespace openebs指定POD信息成功, pod名称: openebs-localpv-provisioner-6756f57d65-2vwh4 IP: 10.1.0.138
[pods] 2022/02/02 12:57:33.627449 获取namespace openebs指定POD信息成功, pod名称: openebs-ndm-67xf7 IP: 192.168.65.4
[pods] 2022/02/02 12:57:33.627457 获取namespace openebs指定POD信息成功, pod名称: openebs-ndm-cluster-exporter-5c985f8b77-cvrd4 IP: 10.1.0.141
[pods] 2022/02/02 12:57:33.627465 获取namespace openebs指定POD信息成功, pod名称: openebs-ndm-node-exporter-w5dg8 IP: 10.1.0.136
[pods] 2022/02/02 12:57:33.627473 获取namespace openebs指定POD信息成功, pod名称: openebs-ndm-operator-9bdd87f58-kr7rx IP: 10.1.0.147
[pods] 2022/02/02 12:57:46.664927 获取namespace ambassador指定POD信息成功, pod名称: traffic-manager-5cb99c9fd6-87nxm IP: 10.1.0.156
[pods] 2022/02/02 12:57:46.665334 获取namespace kube-system指定POD信息成功, pod名称: coredns-558bd4d5db-cw8df IP: 10.1.0.143
[pods] 2022/02/02 12:57:46.665350 获取namespace kube-system指定POD信息成功, pod名称: coredns-558bd4d5db-fj7jd IP: 10.1.0.146
[pods] 2022/02/02 12:57:46.665360 获取namespace kube-system指定POD信息成功, pod名称: etcd-docker-desktop IP: 192.168.65.4
[pods] 2022/02/02 12:57:46.665370 获取namespace kube-system指定POD信息成功, pod名称: kube-apiserver-docker-desktop IP: 192.168.65.4
[pods] 2022/02/02 12:57:46.665379 获取namespace kube-system指定POD信息成功, pod名称: kube-controller-manager-docker-desktop IP: 192.168.65.4
[pods] 2022/02/02 12:57:46.665390 获取namespace kube-system指定POD信息成功, pod名称: kube-proxy-7gwzb IP: 192.168.65.4
[pods] 2022/02/02 12:57:46.665399 获取namespace kube-system指定POD信息成功, pod名称: kube-scheduler-docker-desktop IP: 192.168.65.4
[pods] 2022/02/02 12:57:46.665408 获取namespace kube-system指定POD信息成功, pod名称: snapshot-controller-0 IP: 10.1.0.145
[pods] 2022/02/02 12:57:46.665418 获取namespace kube-system指定POD信息成功, pod名称: storage-provisioner IP: 10.1.0.140
[pods] 2022/02/02 12:57:46.665426 获取namespace kube-system指定POD信息成功, pod名称: vpnkit-controller IP: 10.1.0.144
[pods] 2022/02/02 12:57:46.665435 获取namespace kubesphere-controls-system指定POD信息成功, pod名称: default-http-backend-5bf68ff9b8-pxksq IP: 10.1.0.157
[pods] 2022/02/02 12:57:46.665444 获取namespace kubesphere-controls-system指定POD信息成功, pod名称: kubectl-admin-6667774bb-rlwx9 IP: 10.1.0.151
[pods] 2022/02/02 12:57:46.665453 获取namespace kubesphere-monitoring-system指定POD信息成功, pod名称: alertmanager-main-0 IP: 10.1.0.150
[pods] 2022/02/02 12:57:46.665602 获取namespace kubesphere-monitoring-system指定POD信息成功, pod名称: kube-state-metrics-5547ddd4cc-r77hd IP: 10.1.0.139
[pods] 2022/02/02 12:57:46.665626 获取namespace kubesphere-monitoring-system指定POD信息成功, pod名称: node-exporter-v4qj4 IP: 192.168.65.4
[pods] 2022/02/02 12:57:46.665638 获取namespace kubesphere-monitoring-system指定POD信息成功, pod名称: notification-manager-deployment-78664576cb-6z664 IP: 10.1.0.149
[pods] 2022/02/02 12:57:46.665648 获取namespace kubesphere-monitoring-system指定POD信息成功, pod名称: notification-manager-operator-7d44854f54-26sc9 IP: 10.1.0.155
[pods] 2022/02/02 12:57:46.665672 获取namespace kubesphere-monitoring-system指定POD信息成功, pod名称: prometheus-k8s-0 IP: 10.1.0.152
[pods] 2022/02/02 12:57:46.665701 获取namespace kubesphere-monitoring-system指定POD信息成功, pod名称: prometheus-operator-5c5db79546-wqjq8 IP: 10.1.0.142
[pods] 2022/02/02 12:57:46.665710 获取namespace kubesphere-system指定POD信息成功, pod名称: ks-apiserver-757484bd95-4wbrr IP: 10.1.0.159
[pods] 2022/02/02 12:57:46.665720 获取namespace kubesphere-system指定POD信息成功, pod名称: ks-console-65f4d44d88-tsx6f IP: 10.1.0.137
[pods] 2022/02/02 12:57:46.665729 获取namespace kubesphere-system指定POD信息成功, pod名称: ks-controller-manager-6677dc75d-87psd IP: 10.1.0.160
[pods] 2022/02/02 12:57:46.665758 获取namespace kubesphere-system指定POD信息成功, pod名称: ks-installer-b5c8dccc5-zr4ts IP: 10.1.0.153
[pods] 2022/02/02 12:57:46.667083 获取namespace openebs指定POD信息成功, pod名称: openebs-localpv-provisioner-6756f57d65-2vwh4 IP: 10.1.0.138
[pods] 2022/02/02 12:57:46.667106 获取namespace openebs指定POD信息成功, pod名称: openebs-ndm-67xf7 IP: 192.168.65.4
[pods] 2022/02/02 12:57:46.667114 获取namespace openebs指定POD信息成功, pod名称: openebs-ndm-cluster-exporter-5c985f8b77-cvrd4 IP: 10.1.0.141
[pods] 2022/02/02 12:57:46.667122 获取namespace openebs指定POD信息成功, pod名称: openebs-ndm-node-exporter-w5dg8 IP: 10.1.0.136
[pods] 2022/02/02 12:57:46.667129 获取namespace openebs指定POD信息成功, pod名称: openebs-ndm-operator-9bdd87f58-kr7rx IP: 10.1.0.147
[pods] 2022/02/02 12:58:06.597709 获取namespace ambassador指定POD信息成功, pod名称: traffic-manager-5cb99c9fd6-87nxm IP: 10.1.0.156
[pods] 2022/02/02 12:58:06.598127 获取namespace kube-system指定POD信息成功, pod名称: coredns-558bd4d5db-cw8df IP: 10.1.0.143
[pods] 2022/02/02 12:58:06.598146 获取namespace kube-system指定POD信息成功, pod名称: coredns-558bd4d5db-fj7jd IP: 10.1.0.146
[pods] 2022/02/02 12:58:06.598157 获取namespace kube-system指定POD信息成功, pod名称: etcd-docker-desktop IP: 192.168.65.4
[pods] 2022/02/02 12:58:06.598168 获取namespace kube-system指定POD信息成功, pod名称: kube-apiserver-docker-desktop IP: 192.168.65.4
[pods] 2022/02/02 12:58:06.598178 获取namespace kube-system指定POD信息成功, pod名称: kube-controller-manager-docker-desktop IP: 192.168.65.4
[pods] 2022/02/02 12:58:06.598194 获取namespace kube-system指定POD信息成功, pod名称: kube-proxy-7gwzb IP: 192.168.65.4
[pods] 2022/02/02 12:58:06.598203 获取namespace kube-system指定POD信息成功, pod名称: kube-scheduler-docker-desktop IP: 192.168.65.4
[pods] 2022/02/02 12:58:06.598236 获取namespace kube-system指定POD信息成功, pod名称: snapshot-controller-0 IP: 10.1.0.145
[pods] 2022/02/02 12:58:06.598247 获取namespace kube-system指定POD信息成功, pod名称: storage-provisioner IP: 10.1.0.140
[pods] 2022/02/02 12:58:06.598256 获取namespace kube-system指定POD信息成功, pod名称: vpnkit-controller IP: 10.1.0.144
[pods] 2022/02/02 12:58:06.598266 获取namespace kubesphere-controls-system指定POD信息成功, pod名称: default-http-backend-5bf68ff9b8-pxksq IP: 10.1.0.157
[pods] 2022/02/02 12:58:06.598275 获取namespace kubesphere-controls-system指定POD信息成功, pod名称: kubectl-admin-6667774bb-rlwx9 IP: 10.1.0.151
[pods] 2022/02/02 12:58:06.598284 获取namespace kubesphere-monitoring-system指定POD信息成功, pod名称: alertmanager-main-0 IP: 10.1.0.150
[pods] 2022/02/02 12:58:06.598293 获取namespace kubesphere-monitoring-system指定POD信息成功, pod名称: kube-state-metrics-5547ddd4cc-r77hd IP: 10.1.0.139
[pods] 2022/02/02 12:58:06.598439 获取namespace kubesphere-monitoring-system指定POD信息成功, pod名称: node-exporter-v4qj4 IP: 192.168.65.4
[pods] 2022/02/02 12:58:06.598463 获取namespace kubesphere-monitoring-system指定POD信息成功, pod名称: notification-manager-deployment-78664576cb-6z664 IP: 10.1.0.149
[pods] 2022/02/02 12:58:06.598475 获取namespace kubesphere-monitoring-system指定POD信息成功, pod名称: notification-manager-operator-7d44854f54-26sc9 IP: 10.1.0.155
[pods] 2022/02/02 12:58:06.598485 获取namespace kubesphere-monitoring-system指定POD信息成功, pod名称: prometheus-k8s-0 IP: 10.1.0.152
[pods] 2022/02/02 12:58:06.598495 获取namespace kubesphere-monitoring-system指定POD信息成功, pod名称: prometheus-operator-5c5db79546-wqjq8 IP: 10.1.0.142
[pods] 2022/02/02 12:58:06.598504 获取namespace kubesphere-system指定POD信息成功, pod名称: ks-apiserver-757484bd95-4wbrr IP: 10.1.0.159
[pods] 2022/02/02 12:58:06.598513 获取namespace kubesphere-system指定POD信息成功, pod名称: ks-console-65f4d44d88-tsx6f IP: 10.1.0.137
[pods] 2022/02/02 12:58:06.598522 获取namespace kubesphere-system指定POD信息成功, pod名称: ks-controller-manager-6677dc75d-87psd IP: 10.1.0.160
[pods] 2022/02/02 12:58:06.598542 获取namespace kubesphere-system指定POD信息成功, pod名称: ks-installer-b5c8dccc5-zr4ts IP: 10.1.0.153
[pods] 2022/02/02 12:58:06.598550 获取namespace openebs指定POD信息成功, pod名称: openebs-localpv-provisioner-6756f57d65-2vwh4 IP: 10.1.0.138
[pods] 2022/02/02 12:58:06.598557 获取namespace openebs指定POD信息成功, pod名称: openebs-ndm-67xf7 IP: 192.168.65.4
[pods] 2022/02/02 12:58:06.598567 获取namespace openebs指定POD信息成功, pod名称: openebs-ndm-cluster-exporter-5c985f8b77-cvrd4 IP: 10.1.0.141
